model,display_model,case_id,query,short_name,exact_attempts,exact_rate,mean_score,mean_aligned_cell_accuracy,dominant_failure_mode,stable_outcome
qwen2.5-72b-sqlbench:latest,Qwen 2.5 72B,pass2.query9,Q9,Pathway decision summary,0,0.0,0.30666666666666664,0.32,row_count_mismatch,stable_fail
qwen2.5-72b-sqlbench:latest,Qwen 2.5 72B,pass2.query10,Q10,Sample coverage screen,0,0.0,0.9066666666666666,0.8133333333333334,same_count_wrong_values,stable_fail
qwen2.5-coder-32b-sqlbench:latest,Qwen 2.5 Coder 32B,pass2.query1,Q1,Four-table inner join,0,0.0,0.7444444444444445,0.5740740740740741,row_count_mismatch,stable_fail
qwen2.5-coder-32b-sqlbench:latest,Qwen 2.5 Coder 32B,pass2.query2,Q2,Full snowflake left join,3,1.0,1.0,1.0,exact,stable_exact
qwen2.5-coder-32b-sqlbench:latest,Qwen 2.5 Coder 32B,pass2.query3,Q3,Variant full outer join,0,0.0,0.74,0.25,row_count_mismatch,stable_fail
qwen2.5-coder-32b-sqlbench:latest,Qwen 2.5 Coder 32B,pass2.query4,Q4,Condition-impact aggregate,0,0.0,0.575,0.5833333333333334,row_count_mismatch,stable_fail
qwen2.5-coder-32b-sqlbench:latest,Qwen 2.5 Coder 32B,pass2.query5,Q5,Gene VAF aggregate,0,0.0,0.55,0.0,same_count_wrong_values,stable_fail
qwen2.5-coder-32b-sqlbench:latest,Qwen 2.5 Coder 32B,pass2.query6,Q6,Tissue complete-chain aggregate,0,0.0,0.0,0.1111111111111111,row_count_mismatch,stable_fail
qwen2.5-coder-32b-sqlbench:latest,Qwen 2.5 Coder 32B,pass2.query7,Q7,Sample high-impact screen,0,0.0,0.5466666666666667,0.43333333333333335,row_count_mismatch,stable_fail
qwen2.5-coder-32b-sqlbench:latest,Qwen 2.5 Coder 32B,pass2.query8,Q8,Gene read-quality aggregate,0,0.0,0.9111111111111111,0.7777777777777778,same_count_wrong_values,stable_fail
qwen2.5-coder-32b-sqlbench:latest,Qwen 2.5 Coder 32B,pass2.query9,Q9,Pathway decision summary,0,0.0,0.30666666666666664,0.28,row_count_mismatch,stable_fail
qwen2.5-coder-32b-sqlbench:latest,Qwen 2.5 Coder 32B,pass2.query10,Q10,Sample coverage screen,0,0.0,0.96,0.92,same_count_wrong_values,stable_fail
qwen3-coder-30b-sqlbench:latest,Qwen3 Coder 30B,pass2.query1,Q1,Four-table inner join,0,0.0,0.7444444444444445,0.5925925925925926,row_count_mismatch,stable_fail
qwen3-coder-30b-sqlbench:latest,Qwen3 Coder 30B,pass2.query2,Q2,Full snowflake left join,0,0.0,0.0,0.7962962962962963,same_count_wrong_values,stable_fail
qwen3-coder-30b-sqlbench:latest,Qwen3 Coder 30B,pass2.query3,Q3,Variant full outer join,0,0.0,0.9,0.8916666666666667,row_count_mismatch,stable_fail
qwen3-coder-30b-sqlbench:latest,Qwen3 Coder 30B,pass2.query4,Q4,Condition-impact aggregate,0,0.0,0.7166666666666667,0.6666666666666666,same_count_wrong_values,stable_fail
qwen3-coder-30b-sqlbench:latest,Qwen3 Coder 30B,pass2.query5,Q5,Gene VAF aggregate,0,0.0,0.44999999999999996,0.05555555555555555,row_count_mismatch,stable_fail
qwen3-coder-30b-sqlbench:latest,Qwen3 Coder 30B,pass2.query6,Q6,Tissue complete-chain aggregate,0,0.0,0.5499999999999999,0.2222222222222222,row_count_mismatch,stable_fail
qwen3-coder-30b-sqlbench:latest,Qwen3 Coder 30B,pass2.query7,Q7,Sample high-impact screen,0,0.0,0.77,0.8,same_count_wrong_values,stable_fail
qwen3-coder-30b-sqlbench:latest,Qwen3 Coder 30B,pass2.query8,Q8,Gene read-quality aggregate,0,0.0,0.49666666666666665,0.175,row_count_mismatch,stable_fail
qwen3-coder-30b-sqlbench:latest,Qwen3 Coder 30B,pass2.query9,Q9,Pathway decision summary,0,0.0,0.43333333333333335,0.2,row_count_mismatch,stable_fail
qwen3-coder-30b-sqlbench:latest,Qwen3 Coder 30B,pass2.query10,Q10,Sample coverage screen,0,0.0,0.9199999999999999,0.84,same_count_wrong_values,stable_fail
qwen3.6-sqlbench:latest,Qwen3.6,pass2.query1,Q1,Four-table inner join,0,0.0,0.7444444444444445,0.5740740740740741,row_count_mismatch,stable_fail
qwen3.6-sqlbench:latest,Qwen3.6,pass2.query2,Q2,Full snowflake left join,3,1.0,1.0,1.0,exact,stable_exact
qwen3.6-sqlbench:latest,Qwen3.6,pass2.query3,Q3,Variant full outer join,3,1.0,1.0,1.0,exact,stable_exact
qwen3.6-sqlbench:latest,Qwen3.6,pass2.query4,Q4,Condition-impact aggregate,0,0.0,0.5125000000000001,0.3125,row_count_mismatch,stable_fail
qwen3.6-sqlbench:latest,Qwen3.6,pass2.query5,Q5,Gene VAF aggregate,0,0.0,0.425,0.0,row_count_mismatch,stable_fail
qwen3.6-sqlbench:latest,Qwen3.6,pass2.query6,Q6,Tissue complete-chain aggregate,0,0.0,0.7,0.3333333333333333,row_count_mismatch,stable_fail
qwen3.6-sqlbench:latest,Qwen3.6,pass2.query7,Q7,Sample high-impact screen,0,0.0,0.7999999999999999,0.85,same_count_wrong_values,stable_fail
qwen3.6-sqlbench:latest,Qwen3.6,pass2.query8,Q8,Gene read-quality aggregate,0,0.0,0.8999999999999999,0.75,same_count_wrong_values,stable_fail
qwen3.6-sqlbench:latest,Qwen3.6,pass2.query9,Q9,Pathway decision summary,0,0.0,0.30666666666666664,0.36,row_count_mismatch,stable_fail
qwen3.6-sqlbench:latest,Qwen3.6,pass2.query10,Q10,Sample coverage screen,0,0.0,0.9199999999999999,0.84,same_count_wrong_values,stable_fail
