accuracy,attempts,completion_tokens_total,cost_per_correct_answer_usd,estimated_cost_usd_total,exact_match_rate,exact_matches,failure_family_primary_case,max_score_total,mean_gen_tps,mean_gpu_util_pct_avg,mean_ollama_cpu_avg,mean_prompt_tps,mean_ps_loaded_gib,mean_ps_vram_gib,mean_score,mean_system_cpu_avg,model,numeric_correctness_mean,prompt_tokens_total,row_set_correctness_mean,score_total,server_total_s_total,sort_order_correctness_mean,total_tokens_total,valid_json_attempts,valid_json_rate,wall_s_mean,wall_s_total
0.7888888888888889,3,636,0.0,0.0,0.0,0,sorting_presentation,3.0,0.6975320571990755,9.864985640720935,1437.8912430727887,368.360154683276,61.05101203918457,9.894468307495117,0.7888888888888889,85.71695882799544,command-r-plus-sqlbench:latest,1.0,3432,0.8888888888888888,2.3666666666666667,952.553410292,0.2222222222222222,4068,3,1.0,317.5308138613279,952.5924415839836
0.49541666666666667,12,2343,0.0,0.0,0.0,0,statistical_summary,12.0,0.8652881108257451,8.837876395818652,1388.833180890415,740.6561729612971,61.05101203918457,9.894468307495117,0.49541666666666667,84.26667901290146,command-r-plus-sqlbench:latest,0.0,15684,0.7791666666666667,5.945,2854.295601073,0.5291666666666667,18027,12,1.0,237.86978901034067,2854.437468124088
0.40592873176206506,27,2990,0.0,0.0,0.0,0,aggregation_numeric,27.0,2.781527407798716,19.25027902982318,1303.3245192932834,2272.335190636755,70.02123260498047,9.240646362304688,0.40592873176206506,73.50294061306862,dbrx-sqlbench:latest,0.10956790123456789,30675,0.6136083052749719,10.960075757575757,1335.888651791,0.3312710437710437,33665,27,1.0,49.49149994796284,1336.2704985949968
0.7749999999999999,3,264,0.0,0.0,0.0,0,audit_reconciliation,3.0,2.0331335128622983,16.794080063891386,1348.4630538085255,1611.5677307750823,70.02123260498047,9.240646362304688,0.7749999999999999,75.54963362284117,dbrx-sqlbench:latest,0.25,3528,1.0,2.3249999999999997,153.9589329,1.0,3792,3,1.0,51.329437105334364,153.9883113160031
0.4113821548821549,33,4467,0.0,0.0,0.0,0,decision_support,33.0,2.3053793251068178,16.00061915731242,1379.69080969936,2200.5530783125596,70.02123260498047,9.240646362304688,0.4113821548821549,77.56719985192305,dbrx-sqlbench:latest,0.23765993265993268,39960,0.5702020202020202,13.575611111111112,2234.999107723,0.27491582491582495,44427,33,1.0,67.74192092818063,2235.483390629961
0.7520000000000001,3,421,0.0,0.0,0.0,0,expression_mapping,3.0,2.1982848693422126,14.67835497835498,1380.2064718614718,2777.7872505040086,70.02123260498047,9.240646362304688,0.7520000000000001,77.57603896103895,dbrx-sqlbench:latest,0.5733333333333334,3783,1.0,2.2560000000000002,214.04335052,0.4000000000000001,4204,3,1.0,71.35981047100115,214.07943141300348
0.6538888888888889,6,1275,0.0,0.0,0.0,0,expression_transform,6.0,1.800137870408563,10.67918042230747,1475.836604731708,2425.489863549801,70.02123260498047,9.240646362304688,0.6538888888888889,82.57425241359037,dbrx-sqlbench:latest,0.2722222222222222,7710,0.8333333333333334,3.9233333333333333,807.982750689,0.7777777777777778,8985,6,1.0,134.68519613883595,808.1111768330156
0.6687499999999998,3,305,0.0,0.0,0.0,0,failure_family_audit,3.0,2.3768533105032588,21.7460162601626,1354.8146504065041,1908.8247801637735,70.02123260498047,9.240646362304688,0.6687499999999998,76.36639024390244,dbrx-sqlbench:latest,0.5625,3537,1.0,2.0062499999999996,145.07965666299998,0.0,3842,3,1.0,48.37424001266481,145.12272003799444
0.9,3,624,0.0,0.0,0.0,0,inner_join_accuracy,3.0,3.138207350641263,13.051871931568327,1046.5600256016385,2687.5401776163176,70.02123260498047,9.240646362304688,0.9,58.87894847544752,dbrx-sqlbench:latest,1.0,3261,0.8888888888888888,2.7,510.66081076800003,0.7777777777777778,3885,3,1.0,170.28492648533816,510.8547794560145
1.0,6,994,0.0,0.0,0.0,0,join_key_integrity,6.0,2.9113039724168543,19.90183151619735,1330.2021647667355,2401.2090279962968,70.02123260498047,9.240646362304688,1.0,75.15884609686162,dbrx-sqlbench:latest,1.0,6819,1.0,6.0,378.38728445099997,1.0,7813,6,1.0,63.081292985662,378.487757913972
0.24666666666666665,9,932,0.0,0.0,0.0,0,orphan_key_audit,9.0,2.6396398506702314,17.175861831270808,1326.9692760030669,1982.5840566165482,70.02123260498047,9.240646362304688,0.24666666666666665,74.81468719729084,dbrx-sqlbench:latest,0.8,10647,0.3333333333333333,2.2199999999999998,406.214599685,0.19999999999999998,11579,9,1.0,45.14725675645039,406.3253108080535
0.6977546296296296,18,3075,0.0,0.0,0.05555555555555555,1,outer_join_coverage,18.0,2.9113154880391665,18.10081117749935,1332.7463494226286,2441.250388944077,70.02123260498047,9.240646362304688,0.6977546296296296,75.18300388051078,dbrx-sqlbench:latest,0.5364197530864198,20370,0.8099537037037038,12.559583333333334,1177.372747422,0.6592592592592593,23445,18,1.0,65.42158109955845,1177.5884597920522
0.5988095238095238,3,1026,0.0,0.0,0.0,0,presentation_table,3.0,2.2844553560093273,14.453409157332516,1437.979495097287,1588.64304720329,70.02123260498047,9.240646362304688,0.5988095238095238,80.637420129984,dbrx-sqlbench:latest,0.6904761904761904,3873,0.7833333333333333,1.7964285714285713,476.10947938799995,0.0,4899,3,1.0,158.71525312566277,476.1457593769883
0.4916666666666667,6,1053,0.0,0.0,0.0,0,ranking_and_priority,6.0,2.237304757707073,12.841435056696128,1434.5752295894824,2341.0410438275608,70.02123260498047,9.240646362304688,0.4916666666666667,80.50110761110447,dbrx-sqlbench:latest,0.20833333333333334,7269,0.6527777777777778,2.95,524.127490168,0.513888888888889,8322,6,1.0,87.36625302433094,524.1975181459857
1.0,3,592,0.0,0.0,0.0,0,repairability_review,3.0,2.318279973170428,12.721891025641026,1428.714080128205,2203.7404867145583,70.02123260498047,9.240646362304688,1.0,79.9908002136752,dbrx-sqlbench:latest,1.0,3651,1.0,3.0,276.99499503699997,1.0,4243,3,1.0,92.34452823932709,277.0335847179813
0.525,3,432,0.0,0.0,0.0,0,repeatability_probe,3.0,2.1304458656730723,13.415955973850709,1422.556933475881,1678.9950916344635,70.02123260498047,9.240646362304688,0.525,79.76341237709659,dbrx-sqlbench:latest,0.19444444444444442,3708,0.6666666666666666,1.575,225.797074831,0.6666666666666666,4140,3,1.0,75.28228220598733,225.846846617962
0.5615079365079365,9,1191,0.0,0.0,0.0,0,snowflake_traversal,9.0,2.8985445185155467,20.79120841729972,1312.708488367519,2581.0165660196926,70.02123260498047,9.240646362304688,0.5615079365079365,74.19712462501516,dbrx-sqlbench:latest,0.5436507936507936,9936,0.671957671957672,5.053571428571429,474.016009427,0.31216931216931215,11127,9,1.0,52.68266009522227,474.1439408570004
0.7888888888888889,3,545,0.0,0.0,0.0,0,sorting_presentation,3.0,3.1442604729384045,18.77608225108225,1302.6596717171717,3028.3894216293324,70.02123260498047,9.240646362304688,0.7888888888888889,73.50322150072151,dbrx-sqlbench:latest,1.0,3285,0.8888888888888888,2.3666666666666667,191.96337480900002,0.2222222222222222,3830,3,1.0,63.99873187364816,191.9961956209445
0.44673611111111117,12,2104,0.0,0.0,0.0,0,statistical_summary,12.0,1.9317272119349507,12.705579028979423,1438.8447664769428,1494.8103604614769,70.02123260498047,9.240646362304688,0.44673611111111117,80.57094172259548,dbrx-sqlbench:latest,0.041666666666666664,15309,0.7312500000000001,5.360833333333334,1204.200079127,0.3430555555555555,17413,12,1.0,100.36813181175239,1204.4175817410287
0.4683245149911816,27,3815,0.0,0.0,0.0,0,aggregation_numeric,27.0,2.9173392595036023,23.3885986176977,1327.4130296262845,3240.377500498343,21.240129470825195,10.244256973266602,0.4683245149911816,74.96018031428503,deepseek-coder-33b-sqlbench:latest,0.11728395061728394,35013,0.7067019400352733,12.644761904761904,1364.099199414,0.39894179894179893,38828,27,1.0,50.53335100707611,1364.400477191055
0.8375,3,402,0.0,0.0,0.0,0,audit_reconciliation,3.0,2.8590394954686347,25.440679681525797,1319.8464808900483,2820.361315931527,21.240129470825195,10.244256973266602,0.8375,74.18242806591395,deepseek-coder-33b-sqlbench:latest,0.4583333333333333,4017,1.0,2.5125,147.890284936,1.0,4419,3,1.0,49.305788660334656,147.91736598100397
0.48276767676767673,33,5590,0.0,0.0,0.0,0,decision_support,33.0,2.931160168919611,23.80714012195247,1327.3970464144088,3345.786074547696,21.240129470825195,10.244256973266602,0.48276767676767673,74.83458155528338,deepseek-coder-33b-sqlbench:latest,0.2141077441077441,45564,0.6580808080808082,15.931333333333333,1979.754097902,0.4474747474747475,51154,33,1.0,60.00411577969719,1980.1358207300073
0.6533333333333334,3,532,0.0,0.0,0.0,0,expression_mapping,3.0,2.957036260729908,24.88924205195254,1320.275720039374,3480.448357669911,21.240129470825195,10.244256973266602,0.6533333333333334,74.34894840062216,deepseek-coder-33b-sqlbench:latest,0.4666666666666666,4302,0.8666666666666667,1.9600000000000002,186.268731651,0.4000000000000001,4834,3,1.0,62.09906399134585,186.29719197403756
0.44166666666666665,6,2757,0.0,0.0,0.0,0,expression_transform,6.0,2.855383952871375,22.669708588216498,1347.7272036310799,3342.2269756412625,21.240129470825195,10.244256973266602,0.44166666666666665,75.62132006586452,deepseek-coder-33b-sqlbench:latest,0.15,8763,0.6083333333333333,2.65,989.233243976,0.46249999999999997,11520,6,1.0,164.88451053299164,989.3070631979499
0.88125,3,456,0.0,0.0,0.0,0,failure_family_audit,3.0,3.0046374018697777,23.346766242728975,1323.0005822981366,3971.48420762332,21.240129470825195,10.244256973266602,0.88125,74.45988551217589,deepseek-coder-33b-sqlbench:latest,0.6041666666666666,4038,1.0,2.64375,157.868065753,1.0,4494,3,1.0,52.63297254866726,157.8989176460018
0.9,3,747,0.0,0.0,0.0,0,inner_join_accuracy,3.0,2.5435670738722744,19.124095351901218,1327.3188741305878,3435.5456508601114,21.240129470825195,10.244256973266602,0.9,74.48312628305298,deepseek-coder-33b-sqlbench:latest,1.0,3717,0.8888888888888888,2.7,320.77440203599997,0.7777777777777778,4464,3,1.0,106.94841336967268,320.84524010901805
0.5,6,1270,0.0,0.0,0.0,0,join_key_integrity,6.0,2.880549456302132,24.178560739671852,1344.6107808909198,3718.1859096082994,21.240129470825195,10.244256973266602,0.5,75.56751439661161,deepseek-coder-33b-sqlbench:latest,0.5,7767,0.5,3.0,454.543418864,0.5,9037,6,1.0,75.76981762416835,454.6189057450101
0.2233333333333333,9,1278,0.0,0.0,0.0,0,orphan_key_audit,9.0,2.9075506562160895,22.368654565442036,1334.2824910391817,2876.8244597246276,21.240129470825195,10.244256973266602,0.2233333333333333,75.06124169428898,deepseek-coder-33b-sqlbench:latest,0.7666666666666667,12102,0.3333333333333333,2.01,459.277070748,0.13333333333333336,13380,9,1.0,51.04109674344201,459.36987069097813
0.7483333333333334,18,3608,0.0,0.0,0.0,0,outer_join_coverage,18.0,2.8149685914619798,22.517643627023773,1352.6553790261507,3001.190775368201,21.240129470825195,10.244256973266602,0.7483333333333334,76.06808752902413,deepseek-coder-33b-sqlbench:latest,0.6499999999999999,23214,0.8444444444444446,13.47,1329.944184301,0.6555555555555556,26822,18,1.0,73.8955690646156,1330.1202431630809
0.16785714285714284,3,1387,0.0,0.0,0.0,0,presentation_table,3.0,2.8766858340216857,22.40019301126379,1344.7080207703166,2067.5593733193373,21.240129470825195,10.244256973266602,0.16785714285714284,75.4781766197102,deepseek-coder-33b-sqlbench:latest,0.14285714285714285,4410,0.25,0.5035714285714286,493.28665967,0.0,5797,3,1.0,164.4506410153214,493.3519230459642
0.15416666666666667,6,1365,0.0,0.0,0.0,0,ranking_and_priority,6.0,2.8420309348383994,21.82295101697215,1349.2293399276125,3543.0117745885104,21.240129470825195,10.244256973266602,0.15416666666666667,75.95056049975238,deepseek-coder-33b-sqlbench:latest,0.041666666666666664,8283,0.25,0.925,499.899870171,0.08333333333333333,9648,6,1.0,83.32752995632472,499.96517973794835
1.0,3,810,0.0,0.0,0.0,0,repairability_review,3.0,2.9930408840636638,24.000003335601544,1325.1710510925207,4007.0178198468134,21.240129470825195,10.244256973266602,1.0,74.59720865744261,deepseek-coder-33b-sqlbench:latest,1.0,4185,1.0,3.0,278.218153661,1.0,4995,3,1.0,92.75395919833682,278.26187759501045
0.7749999999999999,3,481,0.0,0.0,0.0,0,repeatability_probe,3.0,2.925906980911172,23.87539568057058,1331.9203144408382,3431.9800429195275,21.240129470825195,10.244256973266602,0.7749999999999999,74.66527552390112,deepseek-coder-33b-sqlbench:latest,0.25,4221,1.0,2.3249999999999997,170.287953209,1.0,4702,3,1.0,56.772474647664545,170.31742394299363
0.5148148148148148,9,1977,0.0,0.0,0.0,0,snowflake_traversal,9.0,2.8743520567930614,22.425836918729736,1345.1984007765336,2604.308183404224,21.240129470825195,10.244256973266602,0.5148148148148148,75.55860380973621,deepseek-coder-33b-sqlbench:latest,0.6666666666666666,11328,0.48148148148148145,4.633333333333334,717.817220381,0.3703703703703704,13305,9,1.0,79.76792656477967,717.9113390830171
0.725462962962963,3,678,0.0,0.0,0.0,0,sorting_presentation,3.0,2.6395009958539823,19.93329817158931,1377.2537160553932,2800.2523504416827,21.240129470825195,10.244256973266602,0.725462962962963,77.50101549821487,deepseek-coder-33b-sqlbench:latest,0.9166666666666666,3732,0.8842592592592592,2.176388888888889,263.692740727,0.041666666666666664,4410,3,1.0,87.9133853216772,263.7401559650316
0.5029166666666667,12,2755,0.0,0.0,0.0,0,statistical_summary,12.0,2.8513494998152162,22.8715290857881,1340.606449246492,3247.2893602118934,21.240129470825195,10.244256973266602,0.5029166666666667,75.30167601248284,deepseek-coder-33b-sqlbench:latest,0.10416666666666667,17457,0.7611111111111111,6.035,1001.70683803,0.45555555555555555,20212,12,1.0,83.48845349241553,1001.8614419089863
0.5654651675485008,27,2687,0.0,0.0,0.0,0,aggregation_numeric,27.0,12.313957183688744,26.67762734723519,1099.4847463429817,13527.688132770323,18.53371551632881,10.55878472328186,0.5654651675485008,66.25298449795181,gemma4-26b-sqlbench:latest,0.44830246913580246,31575,0.7054232804232804,15.267559523809524,251.099163638,0.39131393298059963,34262,27,1.0,9.316627096590647,251.54893160794745
0.8125,3,261,0.0,0.0,0.0,0,audit_reconciliation,3.0,10.897527144443695,27.496693121693124,1104.1683862433863,11668.67049380483,18.53371551632881,10.55878472328186,0.8125,65.28611111111111,gemma4-26b-sqlbench:latest,0.375,3612,1.0,2.4375,27.385273062,1.0,3873,3,1.0,9.141392834339058,27.424178503017174
0.623069264069264,33,4145,0.0,0.0,0.0,0,decision_support,33.0,11.61133601147857,26.92619726282828,1126.0713559796313,12459.130943049071,18.53371551632881,10.55878472328186,0.623069264069264,67.4905619890112,gemma4-26b-sqlbench:latest,0.44422558922558925,40848,0.7783189033189033,20.561285714285713,390.278890692,0.5032106782106782,44993,33,1.0,11.843595495299352,390.8386513448786
0.6533333333333334,3,458,0.0,0.0,0.0,0,expression_mapping,3.0,11.745076554947184,27.95,1131.174956140351,11202.863973369678,18.53371551632881,10.55878472328186,0.6533333333333334,67.00030701754386,gemma4-26b-sqlbench:latest,0.4666666666666666,3861,0.8666666666666667,1.9600000000000002,41.065541105,0.4000000000000001,4319,3,1.0,13.706087662663776,41.11826298799133
0.7205555555555555,6,2302,0.0,0.0,0.0,0,expression_transform,6.0,11.141522706824277,26.98494560155177,1155.5882448778395,13182.336228895752,18.53371551632881,10.55878472328186,0.7205555555555555,68.12243175787489,gemma4-26b-sqlbench:latest,0.49444444444444446,7821,0.8333333333333334,4.323333333333333,212.607323639,0.7777777777777778,10123,6,1.0,35.452461219674056,212.71476731804432
