model,display_model,case_id,query,short_name,exact_attempts,exact_rate,mean_score,mean_aligned_cell_accuracy,dominant_failure_mode,stable_outcome
command-r-plus-sqlbench:latest,Command R+,pass3.query3,Q3,Gene coverage audit,0,0.0,0.47000000000000003,0.3,row_count_mismatch,stable_fail
command-r-plus-sqlbench:latest,Command R+,pass3.query4,Q4,High-impact condition summary,0,0.0,0.44999999999999996,0.08333333333333333,row_count_mismatch,stable_fail
command-r-plus-sqlbench:latest,Command R+,pass3.query5,Q5,Sample genotype classes,0,0.0,0.9199999999999999,0.8,same_count_wrong_values,stable_fail
command-r-plus-sqlbench:latest,Command R+,pass3.query6,Q6,Tissue-gene dense ranking,0,0.0,0.4815384615384615,0.30666666666666664,row_count_mismatch,stable_fail
command-r-plus-sqlbench:latest,Command R+,pass3.query7,Q7,Unused dimension anti-join,0,0.0,0.0,0.3888888888888889,same_count_wrong_values,stable_fail
command-r-plus-sqlbench:latest,Command R+,pass3.query8,Q8,Gene-role decision summary,0,0.0,0.22499999999999998,0.3333333333333333,row_count_mismatch,stable_fail
command-r-plus-sqlbench:latest,Command R+,pass3.query9,Q9,Failure-family audit,0,0.0,0.66875,0.3,same_count_wrong_values,stable_fail
command-r-plus-sqlbench:latest,Command R+,pass3.query10,Q10,Decision-priority candidate table,0,0.0,0.48333333333333334,0.17777777777777778,row_count_mismatch,stable_fail
dbrx-sqlbench:latest,DBRX,pass3.query1,Q1,Join-status classification,0,0.0,1.0,0.8981481481481481,same_count_wrong_values,stable_fail
dbrx-sqlbench:latest,DBRX,pass3.query2,Q2,Tissue-gene VAF aggregate,0,0.0,0.55,0.5,same_count_wrong_values,stable_fail
dbrx-sqlbench:latest,DBRX,pass3.query3,Q3,Gene coverage audit,0,0.0,0.74,0.55,same_count_wrong_values,stable_fail
dbrx-sqlbench:latest,DBRX,pass3.query4,Q4,High-impact condition summary,0,0.0,0.39999999999999997,0.08333333333333333,column_error,stable_fail
dbrx-sqlbench:latest,DBRX,pass3.query5,Q5,Sample genotype classes,0,0.0,0.7666666666666667,0.65,same_count_wrong_values,stable_fail
dbrx-sqlbench:latest,DBRX,pass3.query6,Q6,Tissue-gene dense ranking,0,0.0,0.6638888888888889,0.3888888888888889,same_count_wrong_values,stable_fail
dbrx-sqlbench:latest,DBRX,pass3.query7,Q7,Unused dimension anti-join,0,0.0,0.0,0.25,same_count_wrong_values,stable_fail
dbrx-sqlbench:latest,DBRX,pass3.query8,Q8,Gene-role decision summary,0,0.0,0.0,0.2361111111111111,row_count_mismatch,stable_fail
dbrx-sqlbench:latest,DBRX,pass3.query9,Q9,Failure-family audit,0,0.0,0.66875,0.3,same_count_wrong_values,stable_fail
dbrx-sqlbench:latest,DBRX,pass3.query10,Q10,Decision-priority candidate table,0,0.0,0.6583333333333333,0.26666666666666666,same_count_wrong_values,stable_fail
deepseek-coder-33b-sqlbench:latest,DeepSeek Coder 33B,pass3.query1,Q1,Join-status classification,0,0.0,1.0,0.8611111111111112,same_count_wrong_values,stable_fail
deepseek-coder-33b-sqlbench:latest,DeepSeek Coder 33B,pass3.query2,Q2,Tissue-gene VAF aggregate,0,0.0,0.10773809523809523,0.19246031746031747,row_count_mismatch,stable_fail
deepseek-coder-33b-sqlbench:latest,DeepSeek Coder 33B,pass3.query3,Q3,Gene coverage audit,0,0.0,0.6699999999999999,0.3,same_count_wrong_values,stable_fail
deepseek-coder-33b-sqlbench:latest,DeepSeek Coder 33B,pass3.query4,Q4,High-impact condition summary,0,0.0,0.39999999999999997,0.16666666666666666,row_count_mismatch,stable_fail
deepseek-coder-33b-sqlbench:latest,DeepSeek Coder 33B,pass3.query5,Q5,Sample genotype classes,0,0.0,0.6877777777777778,0.5138888888888888,same_count_wrong_values,stable_fail
deepseek-coder-33b-sqlbench:latest,DeepSeek Coder 33B,pass3.query6,Q6,Tissue-gene dense ranking,0,0.0,0.0,0.27999999999999997,same_count_wrong_values,stable_fail
deepseek-coder-33b-sqlbench:latest,DeepSeek Coder 33B,pass3.query7,Q7,Unused dimension anti-join,0,0.0,0.0,0.08333333333333333,row_count_mismatch,stable_fail
deepseek-coder-33b-sqlbench:latest,DeepSeek Coder 33B,pass3.query8,Q8,Gene-role decision summary,0,0.0,0.0,0.13333333333333333,row_count_mismatch,stable_fail
deepseek-coder-33b-sqlbench:latest,DeepSeek Coder 33B,pass3.query9,Q9,Failure-family audit,0,0.0,0.88125,0.6833333333333333,same_count_wrong_values,stable_fail
deepseek-coder-33b-sqlbench:latest,DeepSeek Coder 33B,pass3.query10,Q10,Decision-priority candidate table,0,0.0,0.5777777777777778,0.17222222222222222,same_count_wrong_values,stable_fail
gemma4-26b-sqlbench:latest,Gemma 4 26B,pass3.query1,Q1,Join-status classification,3,1.0,1.0,1.0,exact,stable_exact
gemma4-26b-sqlbench:latest,Gemma 4 26B,pass3.query2,Q2,Tissue-gene VAF aggregate,0,0.0,0.11875000000000001,0.06666666666666667,row_count_mismatch,stable_fail
gemma4-26b-sqlbench:latest,Gemma 4 26B,pass3.query3,Q3,Gene coverage audit,0,0.0,0.8799999999999999,0.8,same_count_wrong_values,stable_fail
gemma4-26b-sqlbench:latest,Gemma 4 26B,pass3.query4,Q4,High-impact condition summary,0,0.0,0.5499999999999999,0.16666666666666666,row_count_mismatch,stable_fail
gemma4-26b-sqlbench:latest,Gemma 4 26B,pass3.query5,Q5,Sample genotype classes,0,0.0,0.96,0.9,same_count_wrong_values,stable_fail
gemma4-26b-sqlbench:latest,Gemma 4 26B,pass3.query6,Q6,Tissue-gene dense ranking,0,0.0,0.0,0.24444444444444444,row_count_mismatch,stable_fail
gemma4-26b-sqlbench:latest,Gemma 4 26B,pass3.query7,Q7,Unused dimension anti-join,0,0.0,0.0,0.4777777777777778,same_count_wrong_values,stable_fail
gemma4-26b-sqlbench:latest,Gemma 4 26B,pass3.query8,Q8,Gene-role decision summary,0,0.0,0.44285714285714284,0.21428571428571427,row_count_mismatch,stable_fail
gemma4-26b-sqlbench:latest,Gemma 4 26B,pass3.query9,Q9,Failure-family audit,0,0.0,0.9187500000000001,0.7833333333333333,same_count_wrong_values,stable_fail
gemma4-26b-sqlbench:latest,Gemma 4 26B,pass3.query10,Q10,Decision-priority candidate table,0,0.0,0.8305555555555556,0.5777777777777777,same_count_wrong_values,stable_fail
gemma4-31b-sqlbench:latest,Gemma 4 31B,pass3.query1,Q1,Join-status classification,3,1.0,1.0,1.0,exact,stable_exact
gemma4-31b-sqlbench:latest,Gemma 4 31B,pass3.query2,Q2,Tissue-gene VAF aggregate,0,0.0,0.7050000000000001,0.4,row_count_mismatch,stable_fail
gemma4-31b-sqlbench:latest,Gemma 4 31B,pass3.query3,Q3,Gene coverage audit,0,0.0,0.9099999999999999,0.85,same_count_wrong_values,stable_fail
gemma4-31b-sqlbench:latest,Gemma 4 31B,pass3.query4,Q4,High-impact condition summary,0,0.0,0.8500000000000001,0.625,same_count_wrong_values,stable_fail
gemma4-31b-sqlbench:latest,Gemma 4 31B,pass3.query5,Q5,Sample genotype classes,3,1.0,1.0,1.0,exact,stable_exact
gemma4-31b-sqlbench:latest,Gemma 4 31B,pass3.query6,Q6,Tissue-gene dense ranking,0,0.0,0.95,0.8666666666666667,same_count_wrong_values,stable_fail
gemma4-31b-sqlbench:latest,Gemma 4 31B,pass3.query7,Q7,Unused dimension anti-join,3,1.0,1.0,1.0,exact,stable_exact
gemma4-31b-sqlbench:latest,Gemma 4 31B,pass3.query8,Q8,Gene-role decision summary,0,0.0,0.725,0.5,row_count_mismatch,stable_fail
gemma4-31b-sqlbench:latest,Gemma 4 31B,pass3.query9,Q9,Failure-family audit,0,0.0,0.725,0.3,same_count_wrong_values,stable_fail
gemma4-31b-sqlbench:latest,Gemma 4 31B,pass3.query10,Q10,Decision-priority candidate table,0,0.0,0.8,0.4666666666666667,same_count_wrong_values,stable_fail
llama3-70b-sqlbench:latest,Llama 3 70B,pass3.query1,Q1,Join-status classification,0,0.0,1.0,0.8981481481481481,same_count_wrong_values,stable_fail
llama3-70b-sqlbench:latest,Llama 3 70B,pass3.query2,Q2,Tissue-gene VAF aggregate,0,0.0,0.55125,0.4666666666666667,row_count_mismatch,stable_fail
llama3-70b-sqlbench:latest,Llama 3 70B,pass3.query3,Q3,Gene coverage audit,0,0.0,0.7633333333333334,0.5833333333333334,row_count_mismatch,stable_fail
llama3-70b-sqlbench:latest,Llama 3 70B,pass3.query4,Q4,High-impact condition summary,0,0.0,0.39999999999999997,0.16666666666666666,row_count_mismatch,stable_fail
llama3-70b-sqlbench:latest,Llama 3 70B,pass3.query5,Q5,Sample genotype classes,0,0.0,0.8233333333333335,0.7083333333333334,row_count_mismatch,stable_fail
llama3-70b-sqlbench:latest,Llama 3 70B,pass3.query6,Q6,Tissue-gene dense ranking,0,0.0,0.7100000000000001,0.48,row_count_mismatch,stable_fail
llama3-70b-sqlbench:latest,Llama 3 70B,pass3.query7,Q7,Unused dimension anti-join,0,0.0,0.0,0.25,same_count_wrong_values,stable_fail
llama3-70b-sqlbench:latest,Llama 3 70B,pass3.query8,Q8,Gene-role decision summary,0,0.0,0.55,0.1875,row_count_mismatch,stable_fail
llama3-70b-sqlbench:latest,Llama 3 70B,pass3.query9,Q9,Failure-family audit,0,0.0,0.7479166666666667,0.5333333333333333,same_count_wrong_values,stable_fail
llama3-70b-sqlbench:latest,Llama 3 70B,pass3.query10,Q10,Decision-priority candidate table,0,0.0,0.925,0.8,same_count_wrong_values,stable_fail
mixtral-8x22b-sqlbench:latest,Mixtral 8x22B,pass3.query1,Q1,Join-status classification,3,1.0,1.0,1.0,exact,stable_exact
mixtral-8x22b-sqlbench:latest,Mixtral 8x22B,pass3.query2,Q2,Tissue-gene VAF aggregate,0,0.0,0.43666666666666665,0.5111111111111111,row_count_mismatch,stable_fail
mixtral-8x22b-sqlbench:latest,Mixtral 8x22B,pass3.query3,Q3,Gene coverage audit,0,0.0,0.7733333333333334,0.6666666666666666,same_count_wrong_values,stable_fail
mixtral-8x22b-sqlbench:latest,Mixtral 8x22B,pass3.query4,Q4,High-impact condition summary,0,0.0,0.41666666666666663,0.16666666666666666,row_count_mismatch,stable_fail
mixtral-8x22b-sqlbench:latest,Mixtral 8x22B,pass3.query5,Q5,Sample genotype classes,0,0.0,0.8033333333333335,0.6666666666666666,row_count_mismatch,stable_fail
mixtral-8x22b-sqlbench:latest,Mixtral 8x22B,pass3.query6,Q6,Tissue-gene dense ranking,0,0.0,0.875,0.6,same_count_wrong_values,stable_fail
mixtral-8x22b-sqlbench:latest,Mixtral 8x22B,pass3.query7,Q7,Unused dimension anti-join,0,0.0,0.0,0.12222222222222222,row_count_mismatch,stable_fail
mixtral-8x22b-sqlbench:latest,Mixtral 8x22B,pass3.query8,Q8,Gene-role decision summary,0,0.0,0.33999999999999997,0.3333333333333333,row_count_mismatch,stable_fail
mixtral-8x22b-sqlbench:latest,Mixtral 8x22B,pass3.query9,Q9,Failure-family audit,0,0.0,0.8875,0.7,same_count_wrong_values,stable_fail
mixtral-8x22b-sqlbench:latest,Mixtral 8x22B,pass3.query10,Q10,Decision-priority candidate table,0,0.0,0.6527777777777778,0.33333333333333337,same_count_wrong_values,stable_fail
phi4-mini-sqlbench:latest,Phi-4 Mini,pass3.query1,Q1,Join-status classification,0,0.0,1.0,0.7962962962962963,same_count_wrong_values,stable_fail
phi4-mini-sqlbench:latest,Phi-4 Mini,pass3.query2,Q2,Tissue-gene VAF aggregate,0,0.0,0.43624999999999997,0.4,row_count_mismatch,stable_fail
phi4-mini-sqlbench:latest,Phi-4 Mini,pass3.query3,Q3,Gene coverage audit,0,0.0,0.66,0.2,same_count_wrong_values,stable_fail
phi4-mini-sqlbench:latest,Phi-4 Mini,pass3.query4,Q4,High-impact condition summary,0,0.0,0.0,0.25,same_count_wrong_values,stable_fail
phi4-mini-sqlbench:latest,Phi-4 Mini,pass3.query5,Q5,Sample genotype classes,0,0.0,0.6733333333333333,0.4880952380952381,row_count_mismatch,stable_fail
phi4-mini-sqlbench:latest,Phi-4 Mini,pass3.query6,Q6,Tissue-gene dense ranking,0,0.0,0.3138888888888889,0.1111111111111111,row_count_mismatch,stable_fail
phi4-mini-sqlbench:latest,Phi-4 Mini,pass3.query7,Q7,Unused dimension anti-join,0,0.0,0.0,0.16666666666666666,same_count_wrong_values,stable_fail
phi4-mini-sqlbench:latest,Phi-4 Mini,pass3.query8,Q8,Gene-role decision summary,0,0.0,0.16944444444444443,0.3055555555555555,row_count_mismatch,stable_fail
phi4-mini-sqlbench:latest,Phi-4 Mini,pass3.query9,Q9,Failure-family audit,0,0.0,0.5556547619047619,0.19523809523809524,same_count_wrong_values,stable_fail
phi4-mini-sqlbench:latest,Phi-4 Mini,pass3.query10,Q10,Decision-priority candidate table,0,0.0,0.365,0.04,row_count_mismatch,stable_fail
qwen2.5-72b-sqlbench:latest,Qwen 2.5 72B,pass3.query1,Q1,Join-status classification,1,0.3333333333333333,1.0,0.9629629629629629,same_count_wrong_values,partial_exact
qwen2.5-72b-sqlbench:latest,Qwen 2.5 72B,pass3.query2,Q2,Tissue-gene VAF aggregate,0,0.0,0.625,0.75,same_count_wrong_values,stable_fail
qwen2.5-72b-sqlbench:latest,Qwen 2.5 72B,pass3.query3,Q3,Gene coverage audit,0,0.0,0.94,0.9,same_count_wrong_values,stable_fail
qwen2.5-72b-sqlbench:latest,Qwen 2.5 72B,pass3.query4,Q4,High-impact condition summary,0,0.0,0.44999999999999996,0.16666666666666666,row_count_mismatch,stable_fail
qwen2.5-72b-sqlbench:latest,Qwen 2.5 72B,pass3.query5,Q5,Sample genotype classes,0,0.0,0.9733333333333333,0.9333333333333333,same_count_wrong_values,stable_fail
qwen2.5-72b-sqlbench:latest,Qwen 2.5 72B,pass3.query6,Q6,Tissue-gene dense ranking,0,0.0,0.76,0.6,row_count_mismatch,stable_fail
qwen2.5-72b-sqlbench:latest,Qwen 2.5 72B,pass3.query7,Q7,Unused dimension anti-join,0,0.0,0.0,0.0,row_count_mismatch,stable_fail
qwen2.5-72b-sqlbench:latest,Qwen 2.5 72B,pass3.query8,Q8,Gene-role decision summary,0,0.0,0.4111111111111111,0.5972222222222222,row_count_mismatch,stable_fail
qwen2.5-72b-sqlbench:latest,Qwen 2.5 72B,pass3.query9,Q9,Failure-family audit,0,0.0,0.9437500000000001,0.85,same_count_wrong_values,stable_fail
qwen2.5-72b-sqlbench:latest,Qwen 2.5 72B,pass3.query10,Q10,Decision-priority candidate table,0,0.0,0.8055555555555556,0.5111111111111111,same_count_wrong_values,stable_fail
qwen2.5-coder-32b-sqlbench:latest,Qwen 2.5 Coder 32B,pass3.query1,Q1,Join-status classification,0,0.0,1.0,0.9166666666666666,same_count_wrong_values,stable_fail
qwen2.5-coder-32b-sqlbench:latest,Qwen 2.5 Coder 32B,pass3.query2,Q2,Tissue-gene VAF aggregate,0,0.0,0.51875,0.375,row_count_mismatch,stable_fail
qwen2.5-coder-32b-sqlbench:latest,Qwen 2.5 Coder 32B,pass3.query3,Q3,Gene coverage audit,0,0.0,0.7999999999999999,0.6,same_count_wrong_values,stable_fail
qwen2.5-coder-32b-sqlbench:latest,Qwen 2.5 Coder 32B,pass3.query4,Q4,High-impact condition summary,0,0.0,0.5833333333333333,0.3055555555555555,row_count_mismatch,stable_fail
qwen2.5-coder-32b-sqlbench:latest,Qwen 2.5 Coder 32B,pass3.query5,Q5,Sample genotype classes,0,0.0,0.96,0.9,same_count_wrong_values,stable_fail
qwen2.5-coder-32b-sqlbench:latest,Qwen 2.5 Coder 32B,pass3.query6,Q6,Tissue-gene dense ranking,0,0.0,0.15,0.33333333333333337,same_count_wrong_values,stable_fail
qwen2.5-coder-32b-sqlbench:latest,Qwen 2.5 Coder 32B,pass3.query7,Q7,Unused dimension anti-join,0,0.0,0.0,0.6666666666666666,same_count_wrong_values,stable_fail
qwen2.5-coder-32b-sqlbench:latest,Qwen 2.5 Coder 32B,pass3.query8,Q8,Gene-role decision summary,0,0.0,0.21666666666666667,0.1625,row_count_mismatch,stable_fail
qwen2.5-coder-32b-sqlbench:latest,Qwen 2.5 Coder 32B,pass3.query9,Q9,Failure-family audit,0,0.0,0.6875,0.26666666666666666,same_count_wrong_values,stable_fail
qwen2.5-coder-32b-sqlbench:latest,Qwen 2.5 Coder 32B,pass3.query10,Q10,Decision-priority candidate table,0,0.0,0.7583333333333333,0.35555555555555557,same_count_wrong_values,stable_fail
qwen3-coder-30b-sqlbench:latest,Qwen3 Coder 30B,pass3.query1,Q1,Join-status classification,0,0.0,1.0,0.9444444444444444,same_count_wrong_values,stable_fail
qwen3-coder-30b-sqlbench:latest,Qwen3 Coder 30B,pass3.query2,Q2,Tissue-gene VAF aggregate,0,0.0,0.5408333333333333,0.36666666666666664,row_count_mismatch,stable_fail
qwen3-coder-30b-sqlbench:latest,Qwen3 Coder 30B,pass3.query3,Q3,Gene coverage audit,0,0.0,0.7122222222222222,0.5333333333333333,row_count_mismatch,stable_fail
qwen3-coder-30b-sqlbench:latest,Qwen3 Coder 30B,pass3.query4,Q4,High-impact condition summary,0,0.0,0.5499999999999999,0.4166666666666667,row_count_mismatch,stable_fail
qwen3-coder-30b-sqlbench:latest,Qwen3 Coder 30B,pass3.query5,Q5,Sample genotype classes,0,0.0,0.96,0.9,same_count_wrong_values,stable_fail
qwen3-coder-30b-sqlbench:latest,Qwen3 Coder 30B,pass3.query6,Q6,Tissue-gene dense ranking,0,0.0,0.6300000000000001,0.4,row_count_mismatch,stable_fail
qwen3-coder-30b-sqlbench:latest,Qwen3 Coder 30B,pass3.query7,Q7,Unused dimension anti-join,0,0.0,0.0,0.3333333333333333,same_count_wrong_values,stable_fail
qwen3-coder-30b-sqlbench:latest,Qwen3 Coder 30B,pass3.query8,Q8,Gene-role decision summary,0,0.0,0.54,0.25,row_count_mismatch,stable_fail
qwen3-coder-30b-sqlbench:latest,Qwen3 Coder 30B,pass3.query9,Q9,Failure-family audit,0,0.0,0.9125,0.7666666666666667,same_count_wrong_values,stable_fail
qwen3-coder-30b-sqlbench:latest,Qwen3 Coder 30B,pass3.query10,Q10,Decision-priority candidate table,0,0.0,0.7166666666666667,0.3333333333333333,same_count_wrong_values,stable_fail
qwen3.6-sqlbench:latest,Qwen3.6,pass3.query1,Q1,Join-status classification,0,0.0,1.0,0.9722222222222222,same_count_wrong_values,stable_fail
qwen3.6-sqlbench:latest,Qwen3.6,pass3.query2,Q2,Tissue-gene VAF aggregate,0,0.0,0.65625,0.625,same_count_wrong_values,stable_fail
qwen3.6-sqlbench:latest,Qwen3.6,pass3.query3,Q3,Gene coverage audit,0,0.0,0.9099999999999999,0.85,same_count_wrong_values,stable_fail
qwen3.6-sqlbench:latest,Qwen3.6,pass3.query4,Q4,High-impact condition summary,0,0.0,0.35,0.125,row_count_mismatch,stable_fail
qwen3.6-sqlbench:latest,Qwen3.6,pass3.query5,Q5,Sample genotype classes,0,0.0,0.96,0.9,same_count_wrong_values,stable_fail
qwen3.6-sqlbench:latest,Qwen3.6,pass3.query6,Q6,Tissue-gene dense ranking,0,0.0,0.925,0.8,same_count_wrong_values,stable_fail
qwen3.6-sqlbench:latest,Qwen3.6,pass3.query7,Q7,Unused dimension anti-join,0,0.0,0.0,0.5833333333333334,same_count_wrong_values,stable_fail
qwen3.6-sqlbench:latest,Qwen3.6,pass3.query8,Q8,Gene-role decision summary,0,0.0,0.24000000000000002,0.3,row_count_mismatch,stable_fail
qwen3.6-sqlbench:latest,Qwen3.6,pass3.query9,Q9,Failure-family audit,0,0.0,0.9624999999999999,0.9,same_count_wrong_values,stable_fail
qwen3.6-sqlbench:latest,Qwen3.6,pass3.query10,Q10,Decision-priority candidate table,0,0.0,0.625,0.35,row_count_mismatch,stable_fail
