model,display_model,case_id,query,exact_attempts,mean_score,mean_aligned_cell_accuracy,mean_row_set_correctness,dominant_failure_mode,top_issue,top_issue_count
qwen2.5-coder-32b-sqlbench:latest,Qwen 2.5 Coder 32B,pass5.query1,Q1,0,0.56,0.26666666666666666,0.8,row_count_mismatch,q1_wrong_sample_set,3
qwen2.5-coder-32b-sqlbench:latest,Qwen 2.5 Coder 32B,pass5.query2,Q2,0,0.4066666666666666,0.2222222222222222,0.5,row_count_mismatch,q2_wrong_call_set,3
qwen2.5-coder-32b-sqlbench:latest,Qwen 2.5 Coder 32B,pass5.query3,Q3,0,0.41041666666666665,0.3333333333333333,0.5,row_count_mismatch,q3_wrong_group_set,3
qwen2.5-coder-32b-sqlbench:latest,Qwen 2.5 Coder 32B,pass5.query4,Q4,0,0.7,0.25,1.0,same_count_wrong_values,q4_wrong_stress_or_control_mean,3
qwen2.5-coder-32b-sqlbench:latest,Qwen 2.5 Coder 32B,pass5.query5,Q5,0,0.0,0.09259259259259259,0.0,row_count_mismatch,q5_wrong_group_set,3
qwen2.5-coder-32b-sqlbench:latest,Qwen 2.5 Coder 32B,pass5.query6,Q6,0,0.56,0.16,0.8,row_count_mismatch,q6_wrong_sample_set,3
qwen2.5-coder-32b-sqlbench:latest,Qwen 2.5 Coder 32B,pass5.query7,Q7,0,0.5333333333333333,0.3111111111111111,0.6666666666666666,row_count_mismatch,q7_wrong_condition_set,3
qwen2.5-coder-32b-sqlbench:latest,Qwen 2.5 Coder 32B,pass5.query8,Q8,0,0.66,0.4857142857142857,0.8,same_count_wrong_values,q8_wrong_sample_set,3
qwen2.5-coder-32b-sqlbench:latest,Qwen 2.5 Coder 32B,pass5.query9,Q9,0,0.049999999999999996,0.2037037037037037,0.08333333333333333,same_count_wrong_values,q9_wrong_group_set,3
qwen2.5-coder-32b-sqlbench:latest,Qwen 2.5 Coder 32B,pass5.query10,Q10,0,0.44000000000000006,0.1,0.8,row_count_mismatch,q10_wrong_sample_set,3
qwen3-coder-30b-sqlbench:latest,Qwen3 Coder 30B,pass5.query1,Q1,0,0.7,0.3333333333333333,1.0,same_count_wrong_values,q1_wrong_log2_transform,3
qwen3-coder-30b-sqlbench:latest,Qwen3 Coder 30B,pass5.query2,Q2,0,0.6144444444444445,0.35185185185185186,0.6666666666666666,row_count_mismatch,q2_wrong_call_set,3
qwen3-coder-30b-sqlbench:latest,Qwen3 Coder 30B,pass5.query3,Q3,0,0.60625,0.3055555555555556,0.6666666666666666,row_count_mismatch,q3_wrong_group_set,3
qwen3-coder-30b-sqlbench:latest,Qwen3 Coder 30B,pass5.query4,Q4,0,0.7,0.25,1.0,same_count_wrong_values,q4_wrong_stress_or_control_mean,3
qwen3-coder-30b-sqlbench:latest,Qwen3 Coder 30B,pass5.query5,Q5,0,0.335,0.18055555555555555,0.43333333333333335,row_count_mismatch,q5_wrong_group_set,3
qwen3-coder-30b-sqlbench:latest,Qwen3 Coder 30B,pass5.query6,Q6,0,0.62,0.12,1.0,same_count_wrong_values,q6_wrong_sort,3
qwen3-coder-30b-sqlbench:latest,Qwen3 Coder 30B,pass5.query7,Q7,0,0.8,0.4666666666666667,1.0,same_count_wrong_values,q7_wrong_mean_expr,3
qwen3-coder-30b-sqlbench:latest,Qwen3 Coder 30B,pass5.query8,Q8,0,0.784,0.4857142857142857,1.0,same_count_wrong_values,q8_wrong_counts,3
qwen3-coder-30b-sqlbench:latest,Qwen3 Coder 30B,pass5.query9,Q9,0,0.475,0.125,0.75,row_count_mismatch,q9_wrong_group_set,3
qwen3-coder-30b-sqlbench:latest,Qwen3 Coder 30B,pass5.query10,Q10,0,0.5800000000000001,0.17777777777777778,1.0,same_count_wrong_values,q10_wrong_sort,3
qwen3.6-sqlbench:latest,Qwen3.6,pass5.query1,Q1,0,0.7150000000000001,0.36666666666666664,1.0,same_count_wrong_values,q1_wrong_log2_transform,3
qwen3.6-sqlbench:latest,Qwen3.6,pass5.query2,Q2,0,0.5844444444444444,0.3148148148148148,0.6666666666666666,row_count_mismatch,q2_wrong_call_set,3
qwen3.6-sqlbench:latest,Qwen3.6,pass5.query3,Q3,0,0.4354166666666666,0.2037037037037037,0.4444444444444444,row_count_mismatch,q3_wrong_group_set,3
qwen3.6-sqlbench:latest,Qwen3.6,pass5.query4,Q4,0,0.7,0.25,1.0,same_count_wrong_values,q4_wrong_stress_or_control_mean,3
qwen3.6-sqlbench:latest,Qwen3.6,pass5.query5,Q5,0,0.125,0.041666666666666664,0.25,row_count_mismatch,q5_wrong_group_set,3
qwen3.6-sqlbench:latest,Qwen3.6,pass5.query6,Q6,0,0.7,0.2,1.0,same_count_wrong_values,q6_wrong_zscore,3
qwen3.6-sqlbench:latest,Qwen3.6,pass5.query7,Q7,0,0.825,0.5333333333333333,1.0,same_count_wrong_values,q7_wrong_mean_expr,3
qwen3.6-sqlbench:latest,Qwen3.6,pass5.query8,Q8,0,0.7999999999999999,0.6285714285714286,1.0,same_count_wrong_values,q8_wrong_sort,3
qwen3.6-sqlbench:latest,Qwen3.6,pass5.query9,Q9,0,0.26388888888888884,0.12962962962962962,0.3333333333333333,row_count_mismatch,q9_wrong_group_set,3
qwen3.6-sqlbench:latest,Qwen3.6,pass5.query10,Q10,0,0.5800000000000001,0.16666666666666666,1.0,same_count_wrong_values,q10_wrong_sort,3
