model,display_model,family,mean_score,mean_exact_rate
qwen2.5-coder-32b-sqlbench:latest,Qwen 2.5 Coder 32B,sorting_presentation,0.6,0.0
qwen3-coder-30b-sqlbench:latest,Qwen3 Coder 30B,aggregation_numeric,0.6902777777777778,0.0
qwen3-coder-30b-sqlbench:latest,Qwen3 Coder 30B,decision_support,0.8333333333333333,0.0
qwen3-coder-30b-sqlbench:latest,Qwen3 Coder 30B,inner_join_accuracy,0.0,0.0
qwen3-coder-30b-sqlbench:latest,Qwen3 Coder 30B,join_key_integrity,0.0,0.0
qwen3-coder-30b-sqlbench:latest,Qwen3 Coder 30B,outer_join_coverage,0.485,0.0
qwen3-coder-30b-sqlbench:latest,Qwen3 Coder 30B,snowflake_traversal,0.0,0.0
qwen3-coder-30b-sqlbench:latest,Qwen3 Coder 30B,sorting_presentation,0.625,0.0
qwen3.6-sqlbench:latest,Qwen3.6,aggregation_numeric,0.7333333333333334,0.0
qwen3.6-sqlbench:latest,Qwen3.6,decision_support,0.7666666666666666,0.0
qwen3.6-sqlbench:latest,Qwen3.6,inner_join_accuracy,0.9,0.0
qwen3.6-sqlbench:latest,Qwen3.6,join_key_integrity,1.0,1.0
qwen3.6-sqlbench:latest,Qwen3.6,outer_join_coverage,0.97,0.5
qwen3.6-sqlbench:latest,Qwen3.6,snowflake_traversal,0.8,0.0
qwen3.6-sqlbench:latest,Qwen3.6,sorting_presentation,0.8111111111111111,0.0
